aX,aY,aZ,gX,gY,gZ
2.6086,8.9201,-0.1775,9.59,8.68,-13.51
2.5272,9.078,-0.4639,13.72,7.63,-12.11
2.3928,9.1408,-0.5786,14.98,8.75,-12.6
2.3546,9.0211,-0.3874,17.78,7.0,-12.25
2.1732,9.0496,-0.0716,22.05,9.52,-12.88
2.0143,9.284,-0.254,21.7,10.85,-14.84
2.0055,9.4997,-0.6512,17.71,9.38,-17.01
1.9858,9.5134,-1.0238,13.58,4.27,-20.37
2.2251,9.3938,-0.5982,13.79,2.87,-21.84
2.1153,9.2791,0.2491,16.59,8.33,-20.86
1.9623,9.3987,0.1049,14.7,15.82,-20.37
2.3732,9.5478,-0.4501,11.06,13.79,-22.54
2.5841,9.485,-0.1961,11.2,9.59,-23.66
2.182,9.3987,0.0382,10.99,15.33,-24.15
1.6701,9.4134,-0.2491,10.01,18.62,-23.66
1.0336,9.5183,-0.608,7.56,18.76,-23.38
1.1582,9.4418,-0.8993,2.73,10.85,-24.43
1.6848,9.1261,-0.7326,6.09,1.89,-23.87
1.7181,9.0643,-0.3825,11.97,6.16,-19.32
1.0964,9.2075,-0.4835,13.02,13.3,-15.54
0.8326,9.4566,-1.0238,8.26,7.21,-13.79
0.7178,9.3899,-1.4024,1.68,-1.82,-14.91
1.3111,8.9878,-1.1817,2.38,-10.64,-16.94
1.8809,8.777,-0.3442,14.28,-6.23,-13.3
1.8427,9.1123,0.2442,23.03,8.54,-5.39
1.4122,9.8488,-0.2971,16.73,14.91,-0.56
0.8326,10.2744,-0.8228,-15.96,9.59,-1.33
0.6178,9.8635,-0.4639,-8.4,-0.28,-6.44
0.8806,9.2702,-0.5119,-6.86,-2.1,-7.14
1.2494,9.0211,-0.4982,1.4,0.35,-0.49
1.4073,9.179,-0.3687,4.55,2.03,7.14
1.0719,9.4752,-0.4354,-0.84,1.68,11.06
0.7512,9.5134,-0.5266,-5.6,-1.75,10.64
1.2543,9.3654,-0.6414,-5.81,-5.81,7.77
1.8809,9.3752,-0.2971,-0.21,-5.11,9.87
1.7995,9.6625,-0.3158,-2.45,7.0,14.91
1.6514,9.8008,-0.8659,-7.63,6.37,15.4
1.1964,9.5429,-0.4982,-10.78,0.42,15.96
0.7708,9.232,-0.0235,-10.43,-3.01,17.92
1.3308,9.3222,-0.1393,-6.79,-6.58,20.02
1.6652,9.6713,-0.053,-7.07,-4.69,22.12
1.7897,9.8488,-0.4933,-14.0,-2.8,20.51
1.8662,9.7243,-0.3491,-13.93,-4.2,20.16
1.7132,9.5664,0.2824,-9.66,-2.1,21.7
1.8613,9.7439,0.814,-4.2,-0.42,27.72
1.775,10.347,0.5168,-5.11,2.73,31.29
1.7662,10.7295,0.4305,-13.44,-0.42,31.22
1.5651,10.7579,0.1049,-19.46,-1.12,30.73
1.5455,10.4186,-0.2157,-17.92,1.4,29.89
1.6514,10.3274,-0.8179,-13.65,6.65,31.22
1.976,10.4519,-0.2628,-1.61,0.56,35.35
2.1055,11.3228,1.9378,-1.47,1.12,42.42
1.4259,12.1367,0.5315,-18.48,9.17,42.07
3.9197,12.223,2.082,-1.54,-25.97,42.0
1.1199,13.6587,3.6226,-40.6,5.25,51.17
-0.6031,11.7395,-2.7282,-72.1,8.12,29.47
3.8285,10.3852,-2.7998,-17.15,-37.1,33.53
-0.6894,11.5768,1.5504,-14.49,-5.88,46.06
1.3357,12.6535,-2.5272,-42.28,-4.41,45.08
2.3016,12.5525,-2.4262,-46.34,-13.3,42.07
0.3736,12.1171,-1.5455,-39.06,6.79,39.62
1.168,12.3662,-2.0192,-31.99,8.12,44.38
0.4933,13.237,-1.0572,-40.39,21.21,51.8
-0.1196,13.6342,-0.5786,-45.22,35.0,51.8
-0.9287,13.692,-0.354,-48.58,38.22,49.49
-2.2202,13.5047,0.2726,-50.82,35.0,52.71
-3.5314,13.4381,0.962,-52.71,25.41,60.34
-3.8717,13.443,2.5939,-49.84,5.95,62.86
-3.1725,13.4096,3.1685,-50.75,-9.8,64.26
-1.1768,12.7486,2.1683,-39.34,-27.79,75.53
2.5988,12.1553,-0.1147,-25.41,-58.1,88.69
2.5409,13.7391,-0.4403,-25.9,-77.56,95.34
-0.0049,14.8934,-1.7711,-40.04,-81.41,94.5
-2.5125,14.4148,-1.9339,-53.83,-83.16,86.59
-1.7417,12.4093,-2.0437,-50.12,-83.58,74.13
1.929,10.5716,-4.6611,-63.28,-100.52,63.14
7.1834,9.8155,-5.7663,-35.42,-96.46,65.73
13.491,9.5379,-3.8432,6.44,-104.58,80.22
17.0891,11.6915,-3.5363,4.41,-88.27,102.48
16.5772,13.6293,-2.891,-11.48,-32.69,121.45
13.1507,14.2177,-0.1775,-28.49,20.58,116.41
8.3366,14.252,0.8993,-53.9,38.78,81.76
4.5366,12.782,0.5551,-91.56,20.16,50.89
3.45,10.4706,-0.1147,-116.41,-10.5,48.72
4.7239,8.5524,-1.5887,-106.4,-35.56,66.99
6.4753,7.4795,-1.8093,-73.64,-54.11,79.87
6.5606,7.3981,-1.3013,-51.87,-61.88,67.48
5.2495,7.6717,-0.7326,-38.01,-54.6,55.44
4.5895,7.6619,0.3923,-35.35,-53.62,49.63
4.7955,7.6717,1.015,-47.6,-52.78,46.41
4.4463,7.4942,0.3011,-62.02,-56.7,38.43
3.2401,6.8862,0.4786,-66.5,-61.95,22.05
1.7181,6.0105,0.6894,-72.03,-72.8,1.54
0.7414,5.1348,0.4501,-68.25,-94.01,-35.35
0.3638,4.6425,0.4305,-63.77,-106.61,-30.94
0.3589,4.2973,0.5551,-58.24,-116.97,-37.73
0.5649,4.211,0.4403,-53.13,-117.67,-43.89
0.962,4.2159,0.0765,-48.16,-122.85,-53.76
1.3641,4.2835,-0.4354,-50.54,-128.8,-87.29
1.3259,4.3404,-0.9189,-54.6,-131.32,-88.69
0.6982,4.058,-0.8277,-59.22,-132.09,-125.23
-0.0235,3.4843,-0.761,-57.33,-129.22,-126.35
0.1814,2.943,-1.6416,-54.74,-123.41,-135.52
0.0961,2.2447,-2.3928,-18.2,-113.68,-140.7
-0.3256,1.7034,-2.4311,-0.21,-101.5,-136.36
-0.053,1.775,-2.4262,35.35,-99.05,-129.99
0.5982,2.3497,-2.2634,36.19,-94.5,-128.73
0.7708,3.1489,-2.0104,42.14,-88.69,-134.89
