aX,aY,aZ,gX,gY,gZ,label
0.3841,1.0116,-0.0244,-2.38,9.87,47.88,walking_upstair
0.2713,1.1341,0.0795,-14.77,24.71,36.05,walking_upstair
0.1859,1.117,0.0146,-37.03,28.07,39.34,walking_upstair
0.3074,1.0126,0.0151,-30.94,8.47,34.09,walking_upstair
0.2294,0.9687,-0.0459,-34.09,18.69,40.74,walking_upstair
0.3416,0.9614,-0.0122,-11.48,14.21,39.83,walking_upstair
0.2084,1.059,0.1479,-18.83,21.0,45.71,walking_upstair
0.3255,1.0648,-0.0844,-37.94,15.82,41.65,walking_upstair
0.2996,0.9999,-0.0517,-25.06,12.11,39.97,walking_upstair
0.242,1.0028,-0.0346,-20.79,19.04,36.33,walking_upstair
0.2401,1.0536,-0.1464,-21.63,17.99,34.65,walking_upstair
0.2455,1.0492,-0.1835,-28.98,12.6,40.6,walking_upstair
0.2284,1.0263,-0.1093,-40.67,13.16,53.13,walking_upstair
0.3636,1.0292,-0.2157,-15.47,12.25,53.83,walking_upstair
0.2786,1.1146,-0.0468,-15.05,25.76,45.71,walking_upstair
0.2494,1.1575,-0.0776,-27.3,25.83,46.69,walking_upstair
0.1464,1.1444,-0.0893,-43.75,42.35,44.38,walking_upstair
0.344,1.1292,-0.1137,-16.45,25.9,58.03,walking_upstair
0.1464,1.1897,0.1274,-30.73,37.1,53.34,walking_upstair
0.1625,1.1507,0.0844,-29.96,37.38,53.62,walking_upstair
0.1161,1.1156,0.1557,-26.95,32.62,55.3,walking_upstair
0.0605,1.1219,0.1796,-26.11,25.34,57.47,walking_upstair
0.0815,1.1331,0.2074,-28.21,16.87,56.35,walking_upstair
0.0908,1.14,0.2777,-31.71,14.63,52.5,walking_upstair
0.1171,1.1151,0.2757,-33.32,13.65,50.26,walking_upstair
0.0776,1.0594,0.2752,-26.81,9.38,46.76,walking_upstair
0.0786,1.037,0.2308,-21.28,-1.61,46.62,walking_upstair
0.2206,1.057,0.0888,-3.78,-13.02,51.52,walking_upstair
0.4665,1.1273,-0.1132,-4.13,-30.52,62.79,walking_upstair
0.6324,1.2049,-0.2718,2.73,-41.16,71.19,walking_upstair
0.6017,1.2483,-0.2713,-3.5,-36.61,75.53,walking_upstair
0.4236,1.2063,-0.3787,-10.29,-23.59,70.14,walking_upstair
0.1757,1.0687,-0.2684,9.31,-17.99,57.26,walking_upstair
0.1181,0.9677,-0.2079,27.93,-12.6,40.81,walking_upstair
0.1732,0.9457,-0.2108,44.66,-5.88,37.73,walking_upstair
0.3919,0.9545,-0.2884,58.31,-4.69,33.88,walking_upstair
0.7437,0.9945,-0.3601,51.03,4.83,30.31,walking_upstair
1.2551,1.0292,-0.4856,50.19,20.44,29.96,walking_upstair
1.6675,1.0795,-0.4821,47.88,37.73,46.34,walking_upstair
1.83,1.1429,-0.3709,66.99,72.17,68.32,walking_upstair
1.7612,1.2717,-0.2464,83.79,122.01,84.91,walking_upstair
1.4806,1.5094,-0.1132,47.04,151.69,93.66,walking_upstair
1.0585,1.5718,-0.0913,12.32,153.09,95.13,walking_upstair
0.6895,1.5021,-0.0224,-17.64,108.15,87.08,walking_upstair
0.5495,1.341,0.0722,-25.69,71.75,86.38,walking_upstair
0.5915,1.2044,0.1005,-10.57,40.74,94.29,walking_upstair
0.7574,1.159,0.1571,3.64,44.94,104.79,walking_upstair
0.9111,1.2161,0.1176,4.97,51.45,113.61,walking_upstair
0.9194,1.259,0.1586,-1.96,42.84,103.95,walking_upstair
0.7296,1.2424,0.144,-11.34,29.54,96.67,walking_upstair
0.3675,1.2229,0.2904,-25.48,23.59,57.12,walking_upstair
0.1796,1.0838,0.3162,-61.25,7.28,33.67,walking_upstair
0.0259,0.8989,0.202,-59.92,-17.01,24.5,walking_upstair
-0.0805,0.7086,0.2367,-49.84,-41.09,7.14,walking_upstair
-0.1381,0.5456,0.2874,-41.37,-52.71,-1.75,walking_upstair
-0.1557,0.4407,0.2821,-8.33,-53.97,-9.59,walking_upstair
-0.2045,0.4226,0.3523,9.38,-52.08,-19.53,walking_upstair
-0.2464,0.4543,0.3762,13.44,-47.88,-25.76,walking_upstair
-0.2752,0.4875,0.3772,13.72,-44.1,-37.8,walking_upstair
-0.3192,0.5036,0.3611,6.23,-42.42,-61.67,walking_upstair
-0.3601,0.4773,0.3465,-10.71,-42.49,-91.84,walking_upstair
-0.4065,0.4119,0.2977,-21.77,-38.78,-117.11,walking_upstair
-0.4216,0.3104,0.2645,-14.35,-30.87,-143.29,walking_upstair
-0.3621,0.2225,0.1967,0.7,-18.76,-158.41,walking_upstair
-0.2777,0.2372,0.2147,33.74,-6.86,-180.6,walking_upstair
-0.4197,0.2772,0.163,27.86,-38.01,-167.93,walking_upstair
-0.3821,0.2411,0.2386,37.66,-18.62,-180.25,walking_upstair
-0.2303,0.3845,0.1303,36.26,-14.07,-195.44,walking_upstair
-0.1571,0.4358,0.1576,34.44,-10.01,-212.31,walking_upstair
-0.1064,0.4153,0.1474,16.38,-3.92,-221.27,walking_upstair
0.0088,0.3797,0.0142,16.59,0.14,-224.14,walking_upstair
0.0473,0.3494,-0.0595,42.14,4.48,-223.65,walking_upstair
0.0971,0.4197,-0.0468,63.35,6.02,-222.11,walking_upstair
0.1591,0.547,-0.0303,68.04,7.98,-221.62,walking_upstair
0.2489,0.6417,0.0005,55.58,11.2,-221.34,walking_upstair
0.3719,0.6661,0.0088,45.71,11.48,-219.8,walking_upstair
0.5007,0.669,0.0044,45.5,9.17,-213.22,walking_upstair
0.6051,0.7008,0.039,48.23,4.62,-202.09,walking_upstair
0.6969,0.7637,0.0107,46.62,-12.18,-187.74,walking_upstair
0.7652,0.8237,-0.0005,45.22,-28.56,-178.36,walking_upstair
0.9492,0.8511,0.0015,46.9,-41.3,-168.42,walking_upstair
1.1917,0.9038,-0.0434,52.22,-44.59,-137.69,walking_upstair
1.363,0.9921,-0.0581,49.77,-42.63,-107.24,walking_upstair
1.464,1.0575,-0.1152,43.82,-45.85,-78.75,walking_upstair
1.5318,1.0448,-0.162,18.55,-53.27,-56.42,walking_upstair
1.5426,0.9858,-0.2079,32.55,-55.44,-35.7,walking_upstair
1.504,0.9316,-0.2542,33.6,-52.29,-8.82,walking_upstair
1.4235,0.8701,-0.283,37.1,-43.96,21.14,walking_upstair
1.322,0.8115,-0.2582,40.67,-30.03,47.74,walking_upstair
1.382,0.9209,-1.2015,44.17,13.65,70.0,walking_upstair
2.5274,0.9443,-0.8247,90.79,-87.71,105.56,walking_upstair
2.2907,1.5792,0.1679,75.32,-128.52,155.33,walking_upstair
0.1693,3.091,2.7279,-0.56,112.84,123.62,walking_upstair
-1.0634,2.3497,0.7344,-47.6,212.38,80.64,walking_upstair
-0.7779,1.5875,-0.0742,-154.98,125.93,-60.76,walking_upstair
-0.365,0.8555,-0.2015,-199.78,6.65,-68.04,walking_upstair
0.1937,0.2484,-0.5583,-177.24,-92.54,-20.09,walking_upstair
0.408,0.001,-0.8994,-58.24,-112.21,59.08,walking_upstair
0.3904,-0.0922,-0.4358,104.3,-61.18,100.1,walking_upstair
0.2699,0.4494,-0.2816,165.76,-37.1,123.41,walking_upstair
0.2621,1.1839,0.2323,124.39,-72.8,133.49,walking_upstair
0.1947,1.953,0.6281,9.73,-70.35,103.67,walking_upstair
0.2152,1.6938,0.2264,-77.77,-29.26,23.31,walking_upstair
0.4363,1.1717,-0.2884,-93.45,-4.9,-37.03,walking_upstair
0.2991,0.7989,-0.4304,-82.32,5.88,-31.43,walking_upstair
0.1542,0.5583,-0.2664,-52.29,-17.5,23.03,walking_upstair
0.1401,0.4958,-0.0869,4.41,-40.04,69.51,walking_upstair
0.1889,0.7749,0.0639,50.12,-40.04,66.36,walking_upstair
0.2874,1.1678,0.1152,31.92,-26.95,38.99,walking_upstair
0.3289,1.2903,0.0947,-16.03,-13.58,11.9,walking_upstair
0.2972,1.0619,-0.021,-38.57,-6.16,-1.19,walking_upstair
0.2479,0.8154,-0.0522,-21.63,-7.77,6.58,walking_upstair
0.2157,0.7584,-0.022,6.37,-13.65,20.3,walking_upstair
0.2186,0.8682,-0.0264,17.78,-15.96,23.66,walking_upstair
0.2479,0.9775,-0.0332,15.47,-15.75,15.4,walking_upstair
0.2728,1.0189,-0.0264,5.46,-11.48,4.62,walking_upstair
0.2835,0.976,-0.1132,0.84,-13.23,-3.71,walking_upstair
0.2577,0.9877,-0.1532,1.26,-28.35,-7.42,walking_upstair
0.2499,0.954,-0.0415,-3.85,-25.2,-9.03,walking_upstair
0.2811,0.9311,-0.0703,3.01,-17.43,-14.63,walking_upstair
0.3226,0.936,0.059,6.65,-13.16,-15.19,walking_upstair
0.2855,0.9618,0.1093,3.08,0.63,-13.65,walking_upstair
0.2704,0.9672,-0.1083,1.96,3.08,-15.75,walking_upstair
0.2572,0.9511,-0.0195,0.91,4.76,-19.67,walking_upstair
0.2552,0.9194,0.001,3.78,7.14,-20.86,walking_upstair
0.2694,0.8969,0.041,8.19,10.85,-16.8,walking_upstair
0.2669,0.9101,0.0752,13.93,16.87,-14.84,walking_upstair
0.2347,0.9443,0.0327,14.56,22.33,-15.75,walking_upstair
0.1967,0.9648,0.0146,12.6,24.29,-19.25,walking_upstair
0.2113,0.9609,-0.0171,11.69,21.98,-23.1,walking_upstair
0.2567,0.9555,-0.0425,16.24,20.51,-26.6,walking_upstair
0.2455,0.955,0.0068,16.94,24.08,-27.44,walking_upstair
0.2318,0.9614,-0.0015,15.47,22.96,-24.71,walking_upstair
0.2045,0.9604,-0.0195,12.39,23.94,-22.54,walking_upstair
0.1879,0.9418,-0.021,9.24,27.79,-22.33,walking_upstair
0.2435,0.935,-0.1191,23.38,19.53,-24.64,walking_upstair
0.1976,0.9501,-0.0459,23.8,23.45,-30.52,walking_upstair
0.1669,0.9614,-0.1015,19.95,27.58,-30.24,walking_upstair
0.1801,0.9584,-0.0078,17.15,22.26,-28.28,walking_upstair
0.163,0.9331,-0.0551,19.6,18.41,-24.08,walking_upstair
0.1225,0.9282,-0.0317,21.07,18.06,-22.4,walking_upstair
0.0991,0.9516,-0.0712,21.77,16.1,-22.89,walking_upstair
0.103,0.9838,-0.1244,17.22,9.59,-24.92,walking_upstair
0.1035,0.9858,-0.1171,9.94,4.97,-26.46,walking_upstair
0.1132,0.957,-0.102,4.13,3.08,-27.93,walking_upstair
0.1166,0.9277,-0.04,7.84,4.55,-25.34,walking_upstair
0.1039,0.9384,-0.039,6.93,8.19,-21.84,walking_upstair
0.1122,0.9755,-0.0888,2.94,8.26,-20.44,walking_upstair
0.0869,0.9853,-0.0956,-0.42,6.65,-18.83,walking_upstair
0.0376,0.9614,-0.0747,-5.32,2.66,-18.9,walking_upstair
0.0542,0.9316,-0.0786,-5.67,-5.46,-16.8,walking_upstair
0.0805,0.9155,-0.0605,-2.52,-6.23,-12.11,walking_upstair
0.122,0.9301,-0.0673,2.03,-4.06,-6.79,walking_upstair
0.12,0.9662,-0.0327,1.26,0.63,-3.08,walking_upstair
0.0971,0.9926,-0.0429,-6.65,1.89,-2.94,walking_upstair
0.0888,0.9765,-0.0205,-9.24,0.7,-2.03,walking_upstair
0.0625,0.9575,-0.0024,-7.84,3.57,1.96,walking_upstair
0.0913,0.9692,-0.0605,-7.77,2.38,7.14,walking_upstair
0.1098,0.9872,-0.0722,-8.82,1.47,9.8,walking_upstair
0.0839,0.9941,-0.0932,-16.31,5.04,5.25,walking_upstair
0.1283,0.9545,-0.0346,-12.6,4.48,3.71,walking_upstair
0.1176,0.9409,0.0215,-10.08,11.9,9.31,walking_upstair
0.1405,0.9775,-0.0517,-9.94,12.88,14.77,walking_upstair
0.1127,0.9858,-0.0112,-13.02,12.6,18.83,walking_upstair
0.102,0.9804,-0.0215,-15.89,10.85,18.2,walking_upstair
0.1337,0.9784,-0.0161,-11.2,10.5,19.39,walking_upstair
0.1601,1.0004,0.0298,-4.2,15.68,24.85,walking_upstair
0.1972,1.0624,0.0893,3.15,24.85,33.32,walking_upstair
0.1923,1.1317,0.1459,-4.13,38.08,36.54,walking_upstair
0.1581,1.158,0.103,-17.71,43.75,33.46,walking_upstair
0.0361,1.1605,-0.0122,-22.12,36.54,32.41,walking_upstair
-0.0459,1.1512,-0.0303,-17.22,16.1,37.45,walking_upstair
-0.0122,1.1697,-0.0493,-16.87,3.29,45.08,walking_upstair
0.0673,1.1922,-0.1513,-19.81,5.6,46.13,walking_upstair
0.2025,1.1971,-0.0703,-8.12,-3.78,44.52,walking_upstair
0.1376,1.2742,0.1259,1.82,8.89,58.94,walking_upstair
0.2728,1.4581,0.1391,0.21,8.89,71.61,walking_upstair
-0.1132,1.5157,0.1493,-53.34,20.79,24.64,walking_upstair
0.1459,1.2703,-0.2347,-37.59,13.72,1.19,walking_upstair
0.0381,1.2761,0.1186,-17.08,14.07,16.45,walking_upstair
-0.0703,1.3615,0.1596,-32.27,23.03,39.41,walking_upstair
0.0532,1.3669,0.0264,-47.25,18.41,40.88,walking_upstair
-0.08,1.3352,0.1972,-45.78,30.52,26.88,walking_upstair
-0.1737,1.3322,0.1688,-40.88,33.67,23.73,walking_upstair
-0.2098,1.2878,0.1591,-49.7,24.43,27.16,walking_upstair
-0.2586,1.1912,0.184,-43.26,13.72,31.99,walking_upstair
-0.2987,1.0995,0.2489,-37.31,-4.2,39.48,walking_upstair
-0.2962,1.1214,0.2743,-17.99,-26.67,52.99,walking_upstair
-0.1015,1.222,0.1737,-6.86,-48.23,64.12,walking_upstair
0.3553,1.2927,-0.0034,6.16,-66.64,78.89,walking_upstair
0.5324,1.4791,-0.1293,-20.51,-79.17,95.48,walking_upstair
0.4734,1.5196,-0.1859,-28.77,-79.17,109.06,walking_upstair
0.6324,1.3786,-0.3582,-40.88,-108.99,122.29,walking_upstair
0.7379,1.3054,0.1908,-14.7,-137.41,152.25,walking_upstair
1.1497,1.4235,-0.1488,-7.28,-156.66,189.35,walking_upstair
1.6904,1.5582,-0.246,-26.18,-168.84,232.89,walking_upstair
1.8178,1.6592,-0.3733,-48.37,-137.2,244.51,walking_upstair
1.7583,1.7353,-0.5314,-43.61,-84.98,232.54,walking_upstair
1.4689,1.788,-0.4309,-33.46,-52.15,220.57,walking_upstair
0.9867,1.8334,-0.2904,-43.61,-28.63,210.77,walking_upstair
0.6124,1.8027,-0.1976,-84.42,-18.83,200.41,walking_upstair
0.3035,1.6724,-0.2484,-114.31,-18.83,193.13,walking_upstair
0.0996,1.4821,-0.2596,-124.46,-23.94,184.73,walking_upstair
-0.0244,1.2883,-0.1942,-119.77,-35.56,175.63,walking_upstair
-0.0298,1.1331,-0.1479,-113.82,-49.0,166.95,walking_upstair
0.0532,1.036,-0.1859,-107.8,-60.62,148.19,walking_upstair
0.0976,0.9618,-0.1967,-104.93,-68.25,124.25,walking_upstair
-0.0156,0.8516,-0.1118,-118.58,-77.49,95.55,walking_upstair
-0.3709,0.7388,-0.0473,-126.28,-74.2,64.4,walking_upstair
-0.6671,0.5632,0.0264,-123.76,-68.04,29.33,walking_upstair
-0.6876,0.3958,-0.0693,-119.07,-85.75,-12.74,walking_upstair
-0.5329,0.2972,-0.2811,-97.23,-103.67,-38.5,walking_upstair
-0.4221,0.2098,-0.2728,-77.21,-110.81,-56.84,walking_upstair
-0.3787,0.1918,-0.2806,-51.38,-104.79,-71.89,walking_upstair
-0.3987,0.2313,-0.2528,-23.73,-90.58,-86.38,walking_upstair
-0.4729,0.2894,-0.2094,-15.75,-77.77,-102.55,walking_upstair
-0.5305,0.3396,-0.1401,-15.61,-64.61,-122.71,walking_upstair
-0.4568,0.3445,-0.0913,-17.01,-60.62,-145.6,walking_upstair
-0.3187,0.3401,-0.1357,-21.91,-60.34,-164.71,walking_upstair
-0.2157,0.3382,-0.1942,-17.57,-71.05,-180.11,walking_upstair
-0.224,0.3177,-0.1044,-4.06,-73.64,-195.79,walking_upstair
-0.2586,0.3343,-0.0508,3.85,-71.54,-209.65,walking_upstair
-0.1601,0.4006,-0.1093,13.3,-79.73,-228.69,walking_upstair
-0.0571,0.4753,-0.1449,19.46,-91.21,-235.83,walking_upstair
-0.0127,0.4934,-0.0581,18.41,-91.7,-237.3,walking_upstair
0.0878,0.5236,-0.0947,15.96,-84.7,-239.54,walking_upstair
0.2284,0.5646,-0.162,19.39,-84.84,-238.42,walking_upstair
0.2713,0.5919,-0.1537,21.21,-85.96,-227.08,walking_upstair
0.3645,0.6359,-0.1801,31.15,-74.62,-228.62,walking_upstair
0.4392,0.734,-0.1396,33.74,-49.49,-228.76,walking_upstair
0.5446,0.8247,-0.1552,21.21,-36.96,-208.11,walking_upstair
0.6066,0.853,-0.1498,11.69,-39.55,-196.77,walking_upstair
0.631,0.8237,-0.0415,15.96,-44.1,-191.66,walking_upstair
0.6764,0.8569,-0.0468,20.51,-54.81,-187.88,walking_upstair
0.7569,0.9023,-0.0756,14.35,-67.06,-178.71,walking_upstair
0.8286,0.9013,-0.0864,9.24,-78.19,-167.3,walking_upstair
0.8891,0.8974,-0.1181,9.24,-82.81,-154.91,walking_upstair
0.978,0.9096,-0.1742,10.5,-90.86,-140.91,walking_upstair
1.0585,0.9262,-0.1864,10.92,-98.35,-122.71,walking_upstair
1.1375,0.9374,-0.2045,8.96,-97.16,-101.78,walking_upstair
1.2561,0.9379,-0.345,7.49,-96.53,-78.33,walking_upstair
1.3884,0.9067,-0.3187,9.38,-92.26,-53.06,walking_upstair
1.4494,0.8818,-0.2069,14.98,-79.17,-21.28,walking_upstair
1.4562,0.8877,-0.1376,15.33,-65.73,19.53,walking_upstair
1.3967,0.8769,-0.0761,6.58,-54.81,49.35,walking_upstair
1.2488,0.8262,0.0073,-5.67,-44.94,71.54,walking_upstair
1.1161,0.711,0.0142,-24.36,-15.33,91.63,walking_upstair
1.3601,0.7227,-0.8408,-2.8,-24.64,88.27,walking_upstair
2.0535,0.5153,-0.2816,30.31,-110.32,72.8,walking_upstair
1.28,0.8506,-0.0117,72.24,0.63,78.96,walking_upstair
0.1005,1.5645,-0.2923,166.88,44.31,115.78,walking_upstair
-0.1889,3.4043,0.5553,69.37,-63.56,185.22,walking_upstair
-1.3835,3.2052,1.199,-85.47,0.77,100.38,walking_upstair
-1.2141,1.364,0.9887,-283.01,29.26,-56.84,walking_upstair
0.1708,0.4431,-1.2342,-239.47,-13.16,-148.82,walking_upstair
1.3727,-0.1723,-1.0385,-50.33,-84.84,-64.54,walking_upstair
0.8057,-0.2464,-0.1181,46.69,-62.86,94.08,walking_upstair
0.059,0.2147,0.1386,119.91,-54.6,201.88,walking_upstair
-0.2167,0.9853,-0.0254,141.12,-65.31,170.17,walking_upstair
-0.0093,1.6816,-0.0883,42.0,-79.73,69.44,walking_upstair
0.5754,1.7539,0.0781,-44.66,-70.07,-9.31,walking_upstair
0.6603,1.2615,0.1713,-72.94,-22.05,-26.6,walking_upstair
0.3055,0.8579,0.021,-65.45,6.65,-5.46,walking_upstair
0.0947,0.6573,-0.224,-30.1,-11.9,24.57,walking_upstair
0.1147,0.6905,-0.1786,11.9,-34.93,43.54,walking_upstair
0.185,0.8979,-0.0059,22.54,-31.78,40.53,walking_upstair
0.3065,1.099,-0.0005,3.71,-25.62,25.69,walking_upstair
0.3714,1.1165,0.083,-20.58,-22.4,8.33,walking_upstair
0.2821,1.0106,0.0473,-30.73,-13.3,-1.54,walking_upstair
0.2743,0.9087,-0.042,-25.9,-17.92,-1.89,walking_upstair
0.2733,0.8662,-0.0063,-14.14,-22.26,3.01,walking_upstair
0.2694,0.8872,0.0342,-4.55,-20.51,4.9,walking_upstair
0.2664,0.9467,0.0171,1.82,-17.78,0.28,walking_upstair
0.2577,0.998,-0.0117,-0.91,-10.92,-7.28,walking_upstair
0.327,0.9794,-0.0166,-5.18,-6.3,-13.3,walking_upstair
0.3382,0.9331,0.001,-1.19,-0.42,-15.75,walking_upstair
0.3006,0.9091,0.02,4.69,6.09,-14.98,walking_upstair
0.266,0.9096,-0.0181,9.59,8.68,-13.51,walking_upstair
0.2577,0.9257,-0.0473,13.72,7.63,-12.11,walking_upstair
0.244,0.9321,-0.059,14.98,8.75,-12.6,walking_upstair
0.2401,0.9199,-0.0395,17.78,7.0,-12.25,walking_upstair
0.2216,0.9228,-0.0073,22.05,9.52,-12.88,walking_upstair
0.2054,0.9467,-0.0259,21.7,10.85,-14.84,walking_upstair
0.2045,0.9687,-0.0664,17.71,9.38,-17.01,walking_upstair
0.2025,0.9701,-0.1044,13.58,4.27,-20.37,walking_upstair
0.2269,0.9579,-0.061,13.79,2.87,-21.84,walking_upstair
0.2157,0.9462,0.0254,16.59,8.33,-20.86,walking_upstair
0.2001,0.9584,0.0107,14.7,15.82,-20.37,walking_upstair
0.242,0.9736,-0.0459,11.06,13.79,-22.54,walking_upstair
0.2635,0.9672,-0.02,11.2,9.59,-23.66,walking_upstair
0.2225,0.9584,0.0039,10.99,15.33,-24.15,walking_upstair
0.1703,0.9599,-0.0254,10.01,18.62,-23.66,walking_upstair
0.1054,0.9706,-0.062,7.56,18.76,-23.38,walking_upstair
0.1181,0.9628,-0.0917,2.73,10.85,-24.43,walking_upstair
0.1718,0.9306,-0.0747,6.09,1.89,-23.87,walking_upstair
0.1752,0.9243,-0.039,11.97,6.16,-19.32,walking_upstair
0.1118,0.9389,-0.0493,13.02,13.3,-15.54,walking_upstair
0.0849,0.9643,-0.1044,8.26,7.21,-13.79,walking_upstair
0.0732,0.9575,-0.143,1.68,-1.82,-14.91,walking_upstair
0.1337,0.9165,-0.1205,2.38,-10.64,-16.94,walking_upstair
0.1918,0.895,-0.0351,14.28,-6.23,-13.3,walking_upstair
0.1879,0.9292,0.0249,23.03,8.54,-5.39,walking_upstair
0.144,1.0043,-0.0303,16.73,14.91,-0.56,walking_upstair
0.0849,1.0477,-0.0839,-15.96,9.59,-1.33,walking_upstair
0.063,1.0058,-0.0473,-8.4,-0.28,-6.44,walking_upstair
0.0898,0.9453,-0.0522,-6.86,-2.1,-7.14,walking_upstair
0.1274,0.9199,-0.0508,1.4,0.35,-0.49,walking_upstair
0.1435,0.936,-0.0376,4.55,2.03,7.14,walking_upstair
0.1093,0.9662,-0.0444,-0.84,1.68,11.06,walking_upstair
0.0766,0.9701,-0.0537,-5.6,-1.75,10.64,walking_upstair
0.1279,0.955,-0.0654,-5.81,-5.81,7.77,walking_upstair
0.1918,0.956,-0.0303,-0.21,-5.11,9.87,walking_upstair
0.1835,0.9853,-0.0322,-2.45,7.0,14.91,walking_upstair
0.1684,0.9994,-0.0883,-7.63,6.37,15.4,walking_upstair
0.122,0.9731,-0.0508,-10.78,0.42,15.96,walking_upstair
0.0786,0.9414,-0.0024,-10.43,-3.01,17.92,walking_upstair
0.1357,0.9506,-0.0142,-6.79,-6.58,20.02,walking_upstair
0.1698,0.9862,-0.0054,-7.07,-4.69,22.12,walking_upstair
0.1825,1.0043,-0.0503,-14.0,-2.8,20.51,walking_upstair
0.1903,0.9916,-0.0356,-13.93,-4.2,20.16,walking_upstair
0.1747,0.9755,0.0288,-9.66,-2.1,21.7,walking_upstair
0.1898,0.9936,0.083,-4.2,-0.42,27.72,walking_upstair
0.181,1.0551,0.0527,-5.11,2.73,31.29,walking_upstair
0.1801,1.0941,0.0439,-13.44,-0.42,31.22,walking_upstair
0.1596,1.097,0.0107,-19.46,-1.12,30.73,walking_upstair
0.1576,1.0624,-0.022,-17.92,1.4,29.89,walking_upstair
0.1684,1.0531,-0.0834,-13.65,6.65,31.22,walking_upstair
0.2015,1.0658,-0.0268,-1.61,0.56,35.35,walking_upstair
0.2147,1.1546,0.1976,-1.47,1.12,42.42,walking_upstair
0.1454,1.2376,0.0542,-18.48,9.17,42.07,walking_upstair
0.3997,1.2464,0.2123,-1.54,-25.97,42.0,walking_upstair
0.1142,1.3928,0.3694,-40.6,5.25,51.17,walking_upstair
-0.0615,1.1971,-0.2782,-72.1,8.12,29.47,walking_upstair
0.3904,1.059,-0.2855,-17.15,-37.1,33.53,walking_upstair
-0.0703,1.1805,0.1581,-14.49,-5.88,46.06,walking_upstair
0.1362,1.2903,-0.2577,-42.28,-4.41,45.08,walking_upstair
0.2347,1.28,-0.2474,-46.34,-13.3,42.07,walking_upstair
0.0381,1.2356,-0.1576,-39.06,6.79,39.62,walking_upstair
0.1191,1.261,-0.2059,-31.99,8.12,44.38,walking_upstair
0.0503,1.3498,-0.1078,-40.39,21.21,51.8,walking_upstair
-0.0122,1.3903,-0.059,-45.22,35.0,51.8,walking_upstair
-0.0947,1.3962,-0.0361,-48.58,38.22,49.49,walking_upstair
-0.2264,1.3771,0.0278,-50.82,35.0,52.71,walking_upstair
-0.3601,1.3703,0.0981,-52.71,25.41,60.34,walking_upstair
-0.3948,1.3708,0.2645,-49.84,5.95,62.86,walking_upstair
-0.3235,1.3674,0.3231,-50.75,-9.8,64.26,walking_upstair
-0.12,1.3,0.2211,-39.34,-27.79,75.53,walking_upstair
0.265,1.2395,-0.0117,-25.41,-58.1,88.69,walking_upstair
0.2591,1.401,-0.0449,-25.9,-77.56,95.34,walking_upstair
-0.0005,1.5187,-0.1806,-40.04,-81.41,94.5,walking_upstair
-0.2562,1.4699,-0.1972,-53.83,-83.16,86.59,walking_upstair
-0.1776,1.2654,-0.2084,-50.12,-83.58,74.13,walking_upstair
0.1967,1.078,-0.4753,-63.28,-100.52,63.14,walking_upstair
0.7325,1.0009,-0.588,-35.42,-96.46,65.73,walking_upstair
1.3757,0.9726,-0.3919,6.44,-104.58,80.22,walking_upstair
1.7426,1.1922,-0.3606,4.41,-88.27,102.48,walking_upstair
1.6904,1.3898,-0.2948,-11.48,-32.69,121.45,walking_upstair
1.341,1.4498,-0.0181,-28.49,20.58,116.41,walking_upstair
0.8501,1.4533,0.0917,-53.9,38.78,81.76,walking_upstair
0.4626,1.3034,0.0566,-91.56,20.16,50.89,walking_upstair
0.3518,1.0677,-0.0117,-116.41,-10.5,48.72,walking_upstair
0.4817,0.8721,-0.162,-106.4,-35.56,66.99,walking_upstair
0.6603,0.7627,-0.1845,-73.64,-54.11,79.87,walking_upstair
0.669,0.7544,-0.1327,-51.87,-61.88,67.48,walking_upstair
0.5353,0.7823,-0.0747,-38.01,-54.6,55.44,walking_upstair
0.468,0.7813,0.04,-35.35,-53.62,49.63,walking_upstair
0.489,0.7823,0.1035,-47.6,-52.78,46.41,walking_upstair
0.4534,0.7642,0.0307,-62.02,-56.7,38.43,walking_upstair
0.3304,0.7022,0.0488,-66.5,-61.95,22.05,walking_upstair
0.1752,0.6129,0.0703,-72.03,-72.8,1.54,walking_upstair
0.0756,0.5236,0.0459,-68.25,-94.01,-35.35,walking_upstair
0.0371,0.4734,0.0439,-63.77,-106.61,-30.94,walking_upstair
0.0366,0.4382,0.0566,-58.24,-116.97,-37.73,walking_upstair
0.0576,0.4294,0.0449,-53.13,-117.67,-43.89,walking_upstair
0.0981,0.4299,0.0078,-48.16,-122.85,-53.76,walking_upstair
0.1391,0.4368,-0.0444,-50.54,-128.8,-87.29,walking_upstair
0.1352,0.4426,-0.0937,-54.6,-131.32,-88.69,walking_upstair
0.0712,0.4138,-0.0844,-59.22,-132.09,-125.23,walking_upstair
-0.0024,0.3553,-0.0776,-57.33,-129.22,-126.35,walking_upstair
0.0185,0.3001,-0.1674,-54.74,-123.41,-135.52,walking_upstair
0.0098,0.2289,-0.244,-18.2,-113.68,-140.7,walking_upstair
-0.0332,0.1737,-0.2479,-0.21,-101.5,-136.36,walking_upstair
-0.0054,0.181,-0.2474,35.35,-99.05,-129.99,walking_upstair
0.061,0.2396,-0.2308,36.19,-94.5,-128.73,walking_upstair
0.0786,0.3211,-0.205,42.14,-88.69,-134.89,walking_upstair
0.0625,0.3699,-0.1484,36.82,-80.15,-148.12,walking_upstair
0.0551,0.3933,-0.1518,33.18,-73.57,-156.38,walking_upstair
